cleaned_text,label
"new coronavirus cases, four deaths Chhattisgarh",0
Covid- pushes pharma sector growth,0
"Covid cases cross K mark, death toll new high",0
"AP COVID- Tally Crosses . Lakh Mark , New Cases",0
"COVID- LIVE | Biggest single-day spike , new cases Karnataka",0
Nation yet reach COVID peak: CCMB,0
Ahmednagar: Bodies Covid patients taken crematorium hearse van,0
AYUSH minister Shripad Naik tests positive Covid-,0
COVID Patient Must Suffer Due Financial Reasons': Odisha CM Naveen Patnaik,0
"COVID-: West Bengal reports fresh deaths, , new cases coronavirus",0
Barcelona defender Todibo confirms tested positive Covid-,0
"COVID-: Industrial Productions Takes Hit, Government Data Indicates .% Decline June",0
Extracorporeal Life Support Helps Patients Severe COVID- Symptoms Kolkata,0
"Maharashtra Reports , COVID- Cases, Deaths Hours",0
Covid-: Puducherry CM announces total lockdown every Tuesday,0
Himachal Pradesh reports highest single-day tally Covid cases,0
Venezuela oil minister says recovered COVID-,0
"Expert group deliberates strategy ensure COVID- vaccine availability, delivery mechanism",0
", Cases, Kerala's COVID- Tally Crosses ,-Mark",0
Mohanlal Tests Negative COVID-: Resumes Shooting!,0
"Greece registers new coronavirus cases, highest daily tally",0
"reports , new COVID- cases, fresh deaths",0
"Mohammad Hafeez underwent COVID- test 'inadvertent' protocol breach, put isolation: PCB",0
Russia claims phase trials COVID vaccine take place India well; Health Ministry denies knowledge,0
Father son doctors died coronavirus within weeks one another Florida hospitals,0
"AP, Karnataka see new highs COVID cases; deaths TN",0
"COVID-: Air India close stations Vienna, Milan, European cities",0
Govt panel Covid- vaccine protocol discusses delivery mechanism,0
Meghalaya's COVID- tally stands,0
"Expired gently used N masks block coronavirus particles well new ones, new research shows",0
COVID- pushes growth Indian Pharma market .%,0
Covid- Battle: Odisha Aims Conduct Lakh Tests Per Day,0
IPL UAE: Rajasthan Royals fielding coach Dishant Yagnik tests COVID- positive,0
"fresh COVID- cases J&K UT; count rises ,",0
"Top coronavirus updates: Maharashtra sees highest single-day recoveries, tally . lakh",0
"AYUSH Minister Shripad Naik tests positive COVID-, home isolation",0
Expert group discusses Covid vaccine procurement,0
"Coronavirus deaths, cases Maharashtra zoom",0
"COVID- adversely impacted almost initiatives usually contribute peacebuilding, says India UN",0
"Record , Covid cases K’taka, , Bengaluru alone",0
US strikes $.bn deal mn doses Moderna Covid vax,0
"Telangana Governor highlights role chamber commerce, industry Covid- crisis mitigation",0
Video Show Vladimir Putin's Daughter Receiving COVID- Shots,0
Baahubali Director SS Rajamouli Family Test Negative Coronavirus,0
Russia names first COVID- vaccine 'Sputnik V' reference space race,0
"COVID-: Chandigarh reports new cases; tally rises ,",0
"Mohammad Hafeez breaches biosecurity protocol, stay isolation tests negative Covid-",0
"Bhubaneswar records new COVID- cases last hours; tally ,",0
"Joe Biden, Kamala Harris make unusual campaign debut era coronavirus",0
Barcelona's Todibo confirms positive coronavirus test,0
AYUSH minister Shripad Naik tests positive coronavirus,0
Union AYUSH Minister Shripad Naik tests coronavirus COVID- positive,0
Covid- Risks Overwhelming Beirut Blast Knocks Hospitals,0
Vaishno Devi Yatra may take Aug test positive COVID- Bhawan,0
COVID- spreads wings capital Suburbs,0
"Business owners sue insurer coronavirus losses, Missouri judge rules",0
"Virus gets doctors, nurses, officials Bokaro Covid centre",0
Union Minister Shripad Naik tests positive COVID-,0
"Tamil Nadu remains steady , mark Covid- cases reported cases",0
Ayush Minister Shripad Naik tests positive Coronavirus,0
Covid Turbulence: AI close European stations,0
"Covid- cases cross ,- mark Odisha",0
"Maharashtra: Police’s Covid- tally crosses ,, death toll reaches",0
"Valencia sold duo due financial strain caused COVID-, says president",0
inmates Thiruvananthapuram Central prison test positive COVID-,0
Kerala reports COVID- cases,0
"Covid tally nears ,, Assam targets lakh tests",0
"COVID deaths, , fresh cases Rajasthan",0
new COVID- cases reported Goa,0
"COVA Mobile App, helping citizens government agencies COVID- pandemic:: Vini Mahajan",0
RR fielding coach Dishant Yagnik tests positive COVID-,0
COVID positive Andhra headmaster died due hospital's negligence: Chandrababu Naidu,0
Paris marathon cancelled due coronavirus outbreak,0
IPL : Rajasthan Royals fielding coach tests positive COVID-,0
BSF personnel among new COVID- cases Meghalaya,0
"India Coronavirus Updates, August: India-Bhutan border trade suspended due lockdown; security personnel infected N-E states",0
Lucknow records highest spike Covid cases day,0
Ottawa provide additional $M Indigenous communities COVID- support,0
Punjabis’ koi gal nai attitude working Covid-: Capt,0
Anniston City Schools delays in-class instruction Sept. staff report COVID cases,0
Covid coronavirus: per cent felt stressed lockdown,0
says Rwanda NZ fighting COVID- right way [UPDATE],0
Scientists say newly developed nasal spray help fight COVID-,0
Delay routine dental checkups areas COVID spread -WHO,0
", new cases coronavirus Illinois, including deaths",0
Emory Sports Cardiologist discusses athlete's heart risks following COVID-,0
"-year-old Middletown girl fighting life contracting COVID-, brain inflammation",0
Lorain nd COVID- Spread Among Ohio Counties: Ranking,0
"Stay-at-home orders significantly associated reduced spread COVID-, study finds",0
Coronavirus: recession?,0
new cases COVID- confirmed Tom Green County Health Department,0
"Covid death toll drops , figures review",0
Poland stands compulsory vaccination.,1
"Video shows migrant laborers protesting Surat, Gujrat.",1
couple committed suicide along daughter amid COVID- lockdown Gujarat.,1
Video shows huge crowd gathered American mall neglecting social distancing current pandemic.,1
News anchor Malayalam news channel Twenty Four News claims Congress leaders demonstrating Walayar check post came contact newly detected COVID patient area.,1
Viral Whatsapp message claiming roadmap easing lockdown restrictions India.,1
"post Facebook criticizes effectiveness face masks protecting wearer COVID-, disease caused novel coronavirus.",1
"â€œCannabis may stop coronavirus infecting people, study finds.â€",1
"Jorge Luis Sonnante published -minute video went viral networks. video, Sonnante (who describes â€œdeaconâ€, gives falsified evidence charge) mixes several conspiracy theories, meaningless, others already denied, pandemic caused SARS coronavirus -CoV-.",1
"Facebook page uploaded interview man supposedly got cured COVID- salt water steam inhalation therapy, told readers answer â€œnot vaccine salt.â€",1
"video shows man face mask, safety helmet hi-vis work top. man claims installing â€œG mastsâ€ opened G device found label says â€œCOV.â€ component circuit board inside.",1
Multiple Facebook posts shared purported roadmap Indian governmentâ€s plans ease nationwide coronavirus lockdown alongside claim shows official government announcement.,1
Man collapses dies road due novel coronavirus.,1
"Overcrowded train carrying migrants Mumbai West Bengal, flouting lockdown norms India.",1
"masks prevent coronavirus, governors would given prison inmates instead releasing them.",1
â€œHydroxychloroquine cures â€˜virus.â€ happens treatment used radiation sickness!!â€,1
COVID- contagion parties make epidemic end faster.,1
Data show brazilian state Minas Gerais fewer COVID- deaths CearÃ¡ even though adopted isolation measures,1
COVID- deaths caused bacteria therefore disease treated aspirin.,1
Two Muslims boys brutally beaten forcefully fed alcohol Hindu boys India.,1
"Federal Bureau Investigation (FBI) arrested billionaire Bill Gates charges biological terrorism allegedly created novel coronavirus, virus causes COVID-.",1
"Kozhikode District Magistrate audio clip claiming steam, saltwater gargling drinking herbal tea cure/resist COVID-.",1
Every Indian citizen get Rs. COVID- relief clicking link given viral Whatsapp message.,1
"picture shows officials washing chicken Chlorine Ace, putting population risk poisoning.",1
Dr. Fauci confirms Congress vaccine increases dangerousness novel coronavirus.,1
video Italian politician Sara Cunial blasting Bill Gates â€œvaccine criminalâ€ speeches parliament viewed tens thousands times Facebook YouTube.,1
"Philippines Senators Grace Poe Risa Hontiveros silent coronavirus crisis, vocal closure ABS-CBN.",1
Prolonged use face masks reduces circulation oxygen blood lead death.,1
employees PNB Loni branch found coronavirus positive.,1
"vaccine artificial coronavirus change human genetic code, according Rashid Buttar.",1
claim Nobel laureate Tasuku Honjo said coronavirus manmade.,1
Facebook post shared thousands times claims US Centers Disease Control Prevention lied number deaths caused COVID- combining count pneumonia influenza fatalities.,1
Coronavirus found gutkha chewing tobacco samples sold Indian state Maharashtra raw material sourced China.,1
"Dr Mikovits, established scientist, revealed Dr Anthony Fauci paid cover extent problem caused COVID-. Also revealed SARS-CoV- created lab influenza vaccines increase COVID- mortality %.",1
G base station motherboard inscribed COV- mark,1
Every Indian citizen get Rs. COVID- relief clicking link given viral Whatsapp message.,1
publication claims Bill Melinda Gates didnâ€t vaccine kids.,1
Claims made viral video Plandemic include: virus â€œmanipulatedâ€ laboratory setting; hydroxychloroquine â€œeffective families virusesâ€ wearing mask â€œactivatesâ€ virus.,1
government passing law enabling get amnesty faults commited COVID- crisis.,1
"â€œinteragencyâ€ Facebook page labor social welfare departments Philippines says â€œonline applicationsâ€ second wave governmentâ€s financial aid COVID- pandemic open, asking netizens comment personal details.",1
Palm oil simple cure coronavirus.,1
"video new director ANSES, Argentina, criticizing comply quarantine",1
Face masks reduce immunity help spread coronavirus.,1
Chloroquine target conspiracy benefit medecine remdesivir.,1
"coronavirus pandemic, Colombia country corruption according survey.",1
Indian Government roadmap ease lockdown restrictions weeks.,1
man collapses minutes showing COVID- symptoms India.,1
video shows allegedly empty hospitals SÃ£o Paulo.,1
"picture showing many hospital beds, patients it, concentrated small area. caption states public health like Brazil, , media never talked it.",1
"Data Civil Registry shows that, January May , total number deaths respiratory causes remain basically same.",1
"Video shows women queuing outside wine shop city Pune, Maharashtra (India) amid COVID- Lockdown.",1
Video shows fishes washed Indian shores lockdown.,1
Pastor David Lah escaped quarantine center.,1
"DIG Police Ajith Rohanaâ€s daughter repatriated Sri Lanka Dubai, part repatriation program get back stranded students due COVID-, via special flight sponsored businessman Dilith Jayaweera.",1
"Letter claiming government announced give allowance similar last drawn salary Sri Lankans returned country recently stranded due COVID-. letter drafted President Media letter-head requested passport copy, salary particulars bank details instructed Ministry Foreign Affairs.",1
Telangana (India) Chief Minister violated lockdown norms distributed gifts among Muslims celebrate Ramzan.,1
"picture claiming hairdressersâ€ products (e.g. shampoo, hair dryer) â€œeliminate coronavirusâ€.",1
"â€œBill Gates already vaccine ready (against covic-, ed.), hereâ€s patent.â€",1
Images circulating Facebook showing article published ClarÃ­n newspaper coronavirus. spread claiming coronavirus causes COVID-.,1
Graphs comparison deaths different countries allegedly attributed European report blames Government Spain deaths coronavirus.,1
"video fight terrace establishment. shared comments â€œafter crowded terraces yesterday, today comes fights chair !!! Welcome Spain !!!!â€ â€œWelcome Phase . Terraces % fight chair !!â€.",1
"AC malls shut due Indian malls shut due COVID-, leather objects showrooms started moulding people buy things malls.",1
"GonzÃ¡lez GarcÃ­a, Argentinaâ€s health minister, clinical trial: â€œ[We chosen] characteristics working within epidemicâ€.",1
photo shows Microsoft co-founder Bill Gates top White House coronavirus adviser Dr. Anthony Fauci violating social distancing guidelines.,1
photo shows former Vice President Joe Biden Michigan Gov. Gretchen Whitmer violating social distancing guidelines April .,1
"photo shows letter, purportedly California Department Social Services, mandates coronavirus testing participants state assistance programs warns children may removed household someone tests positive.",1
"video text message, allegedly endorsed Police forces, saying Police rebel Italian government â€œif situation goes like thisâ€.",1
blog article stating Bill Gates arrested FBI created new coronavirus.,1
"drinking Ayurvedic decoction, thousand corona infected patients cured.",1
"government Telangana distributing special gifts Muslims festival Ramzan, amidst lockdown.",1
"image man carrying old mother back shows migrants travelling homes India, amidst lockdown.",1
"President Madagascar Andry Rajoelina claimed China US asked pay poisoning Covid-Organics, drink COVID-.",1
Congress Deputies -the Spanish lower house- deleted income MPâ€s website one see earning times alarm crisis coronavirus.,1
"Minister finance praises Latviaâ€s COVID- state support private business, saying unemployment rate risen much less neighboring countries.",1
Video People Italy offering Namaz streets due COVID-.,1
"COVID- serious illness, would wiped homeless population U.S.",1
"article attributes UN Secretary General, Antonio Guterres, supposed call create global government single leader.",1
"BCG (Bacillus Calmette-GuÃrin) vaccine, used prevent tuberculosis, also serves mitigate damage caused COVID-.",1
statistics best countires responce COVID- doesnâ€t include Arabic country.,1
"â€œDue large number people refuse forthcoming COVID- vaccine include tracking microchips, Gates Foundation spending billions ensure medical dental injections procedures include chips.â€",1
"list purported COVID- safety guidelines shared multiple Facebook Instagram posts claim issued Indian Council Medical Research (ICMR), Indiaâ€s leading research group novel coronavirus.",1
"scheduled take civil service exam (CSE) March , Philippines deemed â€œautomatically passedâ€ due COVID- crisis.",1
Image claiming mosquitos spread coronavirus.,1
Green black tea lemon two spoons fennel flower cures COVID-.,1
"COVID-, disease caused coronavirus, pneumonia form thrombosis blood clotting blood vessels.",1
Says Nancy Pelosi tried â€œonce againâ€ include abortion funding latest coronavirus bill.,1
case COVID- Rohero campus University Burundi.,1
Professor Didier Raoult revealed United States China created COVID-.,1
Kenya highest cases COVID- Africa fifth-highest world May .,1
Indian Government introduced five-phase roadmap combat Covid-.,1
"drinking Ayurvedic decoction, thousand corona infected patients cured.",1
Paid actor pretending suffering COVID-,1
"Missing COVID- blood samples discovered streets BihaÄ‡, northwestern Bosnia Herzegovina",1
Video shows Gujarat Police asking money (bribe) migrants walking railway tracks amidst nationwide COVID- lockdown.,1
Prolonged use protective masks causes hypoxia.,1
New York State Governor shows data proves isolation ineffective COVID-.,1
"University Campinasâ€ field hospital, located state SÃ£o Paulo, dismantled lack patients.",1
"picture showing Italian Prime Minister Giuseppe Conte eating crowded room, wearing masks PPE new coronavirus. According caption, picture taken May , , restaurant Italian senators representatives Rome, would â€œthe open restaurant countryâ€.",1
newspaper article claiming â€œ Regions new cases coronavirusâ€ Italy.,1
"blog article claiming that, according European Parliament, G accelerates COVID- pandemic.",1
Irish government giving â‚¬ every resident country part response COVID-.,1
"Filipinos, whether poor rich, entitled governmentâ€s two-month subsidy P, P, COVID- pandemic.",1
Consuming chlorine dioxide cures coronavirus.,1
doctor named â€œMarcos Vargasâ€ died MuÃ±Ã­z Hospital Argentina treating patients COVID-.,1
"According publication spreading social media, masks â€œshould worn infectedâ€.",1
Indian Council Medical Research hospital Delhi come point list preventing COVID- future.,1
Telangana state government distributing Ramadan gift packs lockdown.,1
Image old man carrying mother walking claimed migrants walking home due lockdown.,1
SÃ£o Pauloâ€s governor JoÃ£o Doriaâ€s disapproval rate reached % COVID- lockdown.,1
total number deaths Brazil decreased COVID- pandemic.,1
"Image claiming protest pastor David Lah, believed conducted religious gathering without adhering social distancing measures resulting COVID- confirm cases.",1
"Due increase excise tax % locally manufactured alcohol, price bottle Arrack would increased LKR, discourage alcohol consumption liquor shops finally open long break due COVID- precautionary measures.",1
Image group people carrying placard congratulating President Prime Minister eliminating coronavirus Sri Lanka.,1
Allowances Members Parliament India increased thousand rupees pandemic.,1
Mumbai police issued warning message possibility increase crimes post lockdown.,1
Video shows policeman taking bribe migrating workers Surat.,1
"Residents Surat, India protesting due unavailability food.",1
"family Gujarat, India killed due hunger poverty COVID lockdown.",1
YouTube video claiming Bill Gates patenteted vaccine againt COVID-.,1
"picture states wearing protective mask â€œslow, inescapable suicideâ€ leads consuming dangerous amount carbon dioxide.",1
.% Italians arguably died COVID- actually died due another prexisting condition.,1
coronavirus Belarus since quarantine there.,1
"wearing mask public places criminal offence Ghana, according viral social media messages.",1
"According â€œPlandemicâ€ documentary, new coronavirus â€œwas clearly manipulatedâ€.",1
"According â€œPlandemicâ€ documentary, â€œthe actual pandemic comes SARS outbreakâ€.",1
"According â€œPlandemicâ€ documentary, â€œthe flu shots contain coronavirusâ€.",1
"Vice President Leni Robredo said people, virus, restrained spreading.",1
Video shows go shopping malls greeted â€œCoffin Danceâ€ music.,1
Photo shows queue front shopping center Turkey.,1
Indian Council Medical Research Sir Ganga Ram Hospital issued COVID- advisory.,1
video caption â€œhe doesnâ€t want wait another days.â€ shows guy falling building grabbing high tension wire.,1
Taiwan running gauze gauzes manufactured China.,1
Table shows number death records Brazil April lower April April .,1
Antibodies produced Llamas could help us find solution COVID-,1
Telangana government distributing Ramadan gifts Muslims lockdown.,1
"Two men robbed gold money, asking victim put mask.",1
"Video RPF Jawan (low ranking member Railway Protection Force) collecting bribe migrants walking home railway tracks lockdown Gujarat, India.",1
"Video RPF Jawan (low ranking member Railway Protection Force) collecting bribe migrants walking home railway tracks lockdown Gujarat, India.",1
Seventy-three Japanese police officers infected COVID- handling infected bodies.,1
United States country Earth protesting lockdown amid coronavirus outbreak.,1
President Madagascar Andry Rajoelina asked African countries leave World Health Organization.,1
Wisconsin Governor Tony Eversâ€ administration deemed dentists non-essential.,1
"$B contact tracing bill â€œis controlling/tracking population, coronavirus.â€",1
EU demanded guarantees Spain imply cuts civil servantsâ€ pensions salaries exchange granting aid face COVID- crisis.,1
"Viral message lockdown information attributed Kozhikode Police, India.",1
Tweet Assam Health Minister Himanta Biswa Sarma regarding newly found COVID- positive cases.,1
warns NSAIDs Analgetics COVID- patients.,1
Anthony Fauci Clinton Foundation board years â€œcurrently serves Gates Foundation.â€,1
Photo: Thousands birds fall dead amid COVID- pandemic.,1
photo shared repeatedly multiple posts Facebook Twitter claims show gift bags distributed Muslims holy month Ramadan Indiaâ€s Telangana state government coronavirus pandemic.,1
"implementation enhanced community quarantine (ECQ) certain areas extended June , .",1
â€œVaccines direct violation Nuremberg Code.â€,1
Wearing traditional turban done Songhoy (or Songhai) culture ancestral practice preventive measure COVID-.,1
"Detainees Mpimba central prison, Burundi, died due COVID- contracted coronavirus.",1
federal government Ethiopia blocked medical equipment meant support Tigray Regional State responding coronavirus disease,1
Neem leaves â€“ commonly called â€œMaliyirinin Jirikunaninâ€ bambara â€“ mixed lemongrass leaves cure COVID-.,1
Wearing masks weaken immune system prevents germs get body.,1
message claimed Indian government plans ease lockdown restrictions imposed country five stages.,1
"Rashid Buttar, well-known doctor United States, talks planned â€œpandemic.â€",1
Greece number one country terms many coronavirus tests conducted confirmed case.,1
Viral message shares Indian Council Medical Research (ICMR) latest guidelines COVID-.,1
government give money bonds population cope quarantine.,1
video Brazilian man claiming azithromycin ivermectin cure people COVID-.,1
"WhatsApp chain, well websites say Italy let elderly sick coronavirus die.",1
"WhatsApp chain YouTube video ensure inhaling eucalyptus vaporizers, prevents kills coronavirus.",1
"Photo three closed shops, signs saying people lost job Alexandre Kalil, mayor Belo Horizonte, Brazil, lockdown measures COVID-.",1
Washington Post published story saying COVID- patient zero employee virology institute Wuhan.,1
"According Civil Registry record, number respiratory syndrome deaths decreased, increased, CearÃ¡, Brazil. time period considered March May .",1
"Photo subway wagon full people wearing masks. caption, stated photo taken SÃ£o Paulo mayor determined traffic restrictions (only half vehicles allowed circulate daily) increase social isolation.",1
government banned autopsies COVID- deaths. want hide truth.,1
Bill Gates patented Sars-cov vaccine .,1
"SARS-CoV virus weakens, means artificial. Governor Veneto Region Zaia said so.",1
"People violate social distancing protocol temple festival Alappuzha, India.",1
"Image doctor smoking treating COVID patients Gujarat, India.",1
MHA declared Guwahati â€˜Red Zone.â€,1
"video shows Superintendent police announcing extension Lokckdown Maharashtra, India till May .",1
video clip shows doctor couple died treating COVID- patients.,1
Video shows people falling dead street COVID- situation India intensified.,1
Video United States Vice President Mike Pence allegedly delivering â€œempty boxes personal protective equipment (PPE)â€ health facility.,1
"Former President Government Spain JosÃ MarÃ­a Aznar moved Marbella Madrid, thus skipping confinement, alledgedly invite President Community Madrid, Isabel DÃ­az Ayuso participate conference.",1
image claims shows Grand Canal Italian city Venice full caption calls â€˜pink swansâ€.,1
Video member Indian parliament Rahul Gandhi stating red zones green zones green zones red zones amidst COVID- situation.,1
departament Guaviare Colombia cases coronavirus.,1
official document approved Italian Health Ministry bans autopsies COVID- deceased patients.,1
"video alleged â€œelite operativeâ€ would â€œtell truthâ€ rescue Silvia Romano, Italian woman kidnapped Kenya recently got back Italy. man video claims money used paid ransom taken European fund aimed helping Italian workers COVID- emergency.",1
Singing clapping balconies creates risk COVID- infection.,1
new coronavirus created Chinese laboratory Bill Gates financed origin.,1
"alleged audio Argentinian prisoner claims , inmates released Devoto prison Monday.",1
"President Donald Trump implemented â€œa travel ban didnâ€t work, , people got countries subject restrictions.â€",1
people Jaipur contracted COVID- coming contact indian monk smoking chillum.,1
Migrants Mumbai flocked together walking back cities lockdown.,1
Government Indiaâ€s plan exiting lockdown five phases.,1
Dr Devi Shetty recommended steps avoid coronavirus.,1
Cop extorting money migrant labourers want return home due lockdown.,1
photo shared hundreds times multiple posts Facebook Twitter alongside claim shows placard message congratulating Sri Lankan leaders â€œeradicatingâ€ novel coronavirus.,1
"â€œPlandemicâ€ â€” slickly-edited, -minute interview discredited researcher â€” widely shared social media.",1
video recorded empty HolbÃ¦k Hospital shows coronavirus conspiracy COVID- patients.,1
U.S. House bill would give government power forcibly take family members home quarantine them.,1
Senate Majority leader Mitch Connell said Obama administration left game plan pandemic.,1
"â€œGermany United States two best deaths per , people, which, frankly, me, thatâ€s perhaps important number is.â€",1
Law firm prepares anti-government lawsuit coronavirus mass murder Spain.,1
Coronavirus outbreak due G.,1
U.S. country earth protesting locked down.,1
One photograph article Newspapers ClarÃ­n shows apparition COVID- .,1
video shows bodies deceased COVID- victims washing ashore countries dumped sea.,1
White South Africans banned receiving government aid coronavirus pandemic.,1
Vice President Mike Pence caught hot mic delivering empty boxes personal protective equipment (PPE) Virginia health care center.,1
Experts China found coronavirus spread houseflies.,1
weight virus causing COVID- . attogram.,1
"â€œClearly, Obama administration leave kind game plan something like this.â€",1
Brazilian state CearÃ¡ deaths respiratory diseases .,1
Brazilian state PiauÃ­ able empty COVID- ICU beds use chloroquine.,1
Statistics deaths per million inhabitants show COVID- pandemic Brazil serious.,1
"According WHO, vegetarian affected coronavirus needs animal fat body survive.",1
list precautions issued Indian Council Medical Research (ICMR-Delhi) stay safe COVID- virus.,1
number COVID- infection Japan times higher officially announced.,1
doctors hotels accomodation centers people mild case COVID- quarantined Japan.,1
Wearing face mask increases risk hypercapnia.,1
"Judy Mikovitâ€s claims origins COVID-, flu vaccine face masks documentary Plandemic retold FB post.",1
Alibaba founder Jack calls â€œyear survivalâ€.,1
Remdesivir authorized emergency treatment hospitalized patients.,1
President Trump posted tweet blaming President Obama failing prepare pandemic celebrating still people alive dead.,1
Police violently forced family home U.S. handcuffs violation House Resolution .,1
video three sloth bears viewed thousands times Facebook Twitter alongside claim captured Sri Lanka curfew implemented due coronavirus pandemic.,1
"Former President Government Spain JosÃ MarÃ­a Aznar moved Marbella Madrid, thus respecting lockdown, alledgedly invite President Community Madrid, Isabel DÃ­az Ayuso participate conference.",1
"Spanish Tax Agency sending email employers, must fill attached document return less seven days avoid suspension businesses.",1
confidential list experts decides Spanish regions relax mesures coronavirus state alarm leaked media.,1
"Claims Lithuanian government ruling masks illegal hence masks arenâ€t mandatory, unless stated separate law.",1
Claims coronavirus fake Belarus coping well â€œpandemic hysteriaâ€.,1
"Alcoholic gel left sunlight car made car door melt, picture shows.",1
"Articles claim wearing mask Canada novel coronavirus pandemic lead Can$, fine jail time.",1
"article widely shared social media warns healthy people wearing face masks COVID- pandemic, citing alleged risks",1
"â€œAutopsies prove COVID- isâ€ blood clot, pneumonia, â€œand ought fought antibioticsâ€ whole world wrong treating â€œso-calledâ€ pandemic.",1
Hand sanitizer burst flames leave car.,1
Two UK police forces used photo illustrate two different crimes.,1
"global basis, COVID- killed way less people major outbreaks.",1
"COVID- patients dying thombosis, lung infection, hence UCA unit useless, people treated home antiinflammatory drugs.",1
Social media users posted photos Clarin article. said proof COVID- nothing new.,1
"picture quote doctor Vincenzo Puro, allegedly said asymptomatic people cannot infect others, virus lethal pandemic â€œhoaxâ€.",1
Drinking salty water water vinegar eliminate coronavirus.,1
Claim Bill Gates said coronavirus vaccine kill harm people.,1
Bill Gates predicts . victims COVID- vaccine.,1
Geneticist BiH university professor Damir Marjanovic says â€œthe new coronavirus may artificially spreadâ€,1
Multiple posts shared picture hand-cuffed Bill Gates led away FBI agents allege US billionaire arrested biological terrorism.,1
UNICEF says novel coronavirus stays hands minutes.,1
Israeli doctors say dangerous wear masks outside.,1
Bill Gates ordered global COVID- pandemic.,1
Experts China found coronavirus spread houseflies.,1
"Italy, children died COVID-.",1
Palm oil simple solution coronavirus,1
Price hydroxychloroquine-based medicine â€œPlaquenilâ€ France multiplied four.,1
World Health Organisation recommended testing among general population April COVID- crisis.,1
Vitamin helps coronavirus.,1
video shows Delhi police apprehending COVID- patient fleeing.,1
"Death young Sri Lankan nurse living Adelaide, Australia due COVID-.",1
"According large scientific study, bee venom protect people COVID-.",1
Barack Obama â€œis first ex-president ever speak successor.â€,1
Tamil Nadu (India) DMK leader beat lady doctor COVID- duty.,1
men Indiaâ€s railway minister demanding money helpless workers walking tracks.,1
Ghanaian President Nana Akufo-Addo claimed speech country administered COVID- tests per million people country Africa.,1
Covid positive temple priest city Jaipur spread coronavirus people smoked pipe.,1
"Prolonged use mask causes hypoxia, oxygen deficiency, fatigue loss reflexes.",1
"Advisory issued state police Telangana (India) instructing people vigilant possibility increase thefts, due COVID- crisis country.",1
Photo representing suffering migrant worker current lockdown India.,1
Photo representing suffering migrant worker current lockdown India.,1
woman died coronavirus woke month later.,1
"Dr. Anthony Fauci â€œpushingâ€ remdesivir potential COVID- treatment drug, â€œinventedâ€ Bill Gates stand profit it.",1
Nancy Pelosi said â€œCongress shall vote remotely secure!â€ also saying â€œAmericans vote president mail!â€,1
Facebook posts shared hundreds times claim US President Donald Trump approved $. million fund Madagascar mass-produce herbal remedy touted islandâ€s president cure COVID-.,1
â€œThis Bill Gates George Soros want doâ€¦ secretly stick chip testing coronavirusâ€¦ Dems bill House floor ready vote require this.â€,1
Captions reuploaded video U.S. approving Remdesivir emergency use say drug â€œend COVID-.â€,1
largest coronavirus cluster Indonesia thousand GBI GPIB Priests Italy Israel.,1
"one hundred people Quarantine center Chin State, Myanmar, died.",1
"African Union (AU) validated COVID-Organics, Malagasy remedy -nCov (the new coronavirus).",1
Video shows lockdown social distancing violation outside liquor shop Delhi.,1
"ongoing financial crisis due COVID-, Ski Lankan Cabinet approved LKR million purchase vehicles.",1
Image sample letter used donating May monthâ€s full salary government employeesâ€ requested Sri Lankan President Secretary P.B.Jayasundara part COVID- relief measures.,1
"image claims food thrown wasted migrant workers moving Maharashtra, India.",1
Gujarat (India) chief minister Vijay Rupaniâ€s resignation accepted BJP high command.,1
Migrants defying lockdown taken Ahmedabadâ€s streets India.,1
"video showing large gathering Germany, allegedly COVID- pandemic.",1
Irish news organisations organising collective moment applause government praise work handling coronavirus pandemic.,1
"Supreme Court ruling, stay-at-home orders illegal United States disregarded impunity.",1
video clip leading opposition politician India viewed thousands times multiple Facebook Twitter posts alongside claim shows making confusing remark Indiaâ€s system classifying regional COVID- infections levels.,1
"â€œGuess what, [children are] risk unless underlying medical issue.â€",1
Israelâ€s ambassador Colombia says already antibody neutralizes COVID- reduces contagion index.,1
"reporters visited British Prime Minister Boris Johnson recovered illness. home looks like old abandoned military hut old brick walls. living room small brought tea tray reporters. cups different. met disheveled hair casual clothes, confident smile Prime Minister",1
"Air India flight deployed bring stranded Indians back home following social distancing norms, even charging hefty amount flight.",1
"Video migrant labourers coming onto streets Ahmedabad, India due lack rations provided COVID- crisis lockdown regulations.",1
Government India released five-phase road map ease COVID- restrictions country.,1
list precautions issued Indian Council Medical Research (ICMR-Delhi) stay safe COVID- virus.,1
House Resolution includes billions dollars fund forced quarantining Americans test positive COVID-.,1
"video viewed millions times multiple posts Facebook, Weibo Twitter alongside claim shows US Vice President Mike Pence delivering empty boxes hospital publicity stunt coronavirus crisis. claim gained traction online clip aired US television show Jimmy Kimmel Live!, hosted comedian Jimmy Kimmel.",1
Multiple posts shared hundreds times Facebook purport show list notable viral outbreaks â€œoriginated Chinaâ€.,1
"â€œTHE HYDROXYCHLOROQUINE AZYTHROMYCIN IT. kill coronavirus four days /. Joy around world. French scientist achieves feat finding exact dose medicines well known world, great existence cheap.â€",1
video shows police attacks two men supermarket didnâ€t want wear masks.,1
coronavirus invented implant chips humans.,1
TikTok video showing woman buying liquor ease coronavirus lockdown Mumbai claims Bollywood actress Deepika Padukone.,1
G towers weaken immunity expose us Coronavirus.,1
Belarus defeated coronavirus without quarantine.,1
