cleaned_text,label
U.S. Army secretly feeds new recruits saltpeter order suppress sexual urges.,1
"Anne Marie Scott, daughter U.S. Senator ""James Montgomery"", charged series murders.",1
Obama Makes Huge Move BAN Social Security Recipients Owning Guns,1
video shows snowboarder chased bear.,1
Trump’s Health Secretary Pick Wants Medicare Phaseout Summer .,1
"Says Gov. Chris Christie’s ""poll ratings going up.""",1
"Says political opponents ""brought , protesters state.""",1
"Oregon, , people arrested marijuana-related crimes .",1
longtime anti-gun state legislator shot home intruder defense property.,1
"American teenager got years prison killing ""Muslim refugee"" raped sister.",1
"debt ""comes time town meetings ... never asked debates. really weird. brought up.""",1
Drugged travelers awaken ice-filled bathtubs discover one kidneys harvested organ thieves.,1
Iranians continue – view every objective observer – continue pursue acquisition nuclear weapons.,1
Viral images show specimens plant flowers shape female body.,1
Kendrick Meek named one two corrupt Democrats Congress Citizens Responsibility Ethics Washington.,1
body homeless man found behind Jamaica fast food restaurant identified Bob Marley.,1
men women Guard forced contact food banks feed themselves.,1
jobs solar oil.,1
"President Obama told audience Europe ordinary Americans ""too small-minded govern affairs"" ""surrender rights"" ""all-powerful sovereign.""",1
"reason states longer death tax ""is tax damaged economic competitiveness.""",1
U.S. Supreme Court ruled motorists need licenses drive vehicles public roads.,1
"Psychologist B. F. Skinner raised daughter ""Skinner box""; result, grew psychologically damaged, sued father, committed suicide.",1
President Obama cancelled National Day Prayer.,1
principal Mountain Dell Elementary School Oregon sent letter parents informing Pledge Allegiance banned remainder school year.,1
video documents shootings Sandy Hook Elementary School staged hoax.,1
"Abigail Spanberger ""wants tax increase $ trillion - that’s `T,’ pay socialist health care plan.""",1
Secret Sisters Gift Exchange,1
"Says President Barack Obama said ""that American exceptionalism exceptional exceptionalism country.""",1
Actor Jim Carrey died snowboarding accident.,1
"Tennessee governor, Phil Bredesen ""supported higher taxes us. Higher gas taxes. Higher sales taxes.""",1
Muslim Migrant Beats Dutch Boy Crutches?,1
National Football League team Washington D.C. changed name Redhawks.,1
"State Department says , jobs created Keystone XL pipeline ""ongoing, enduring jobs.""",1
American flags banned display Democratic National Convention.,1
"babysitter Missouri ate ""three-month-old toddler"" high meth.",1
"prostate cancer, five, six years ago. chance surviving prostate cancer, thank God cured it, United States, %. chances surviving prostate cancer England, % socialized medicine.",1
must deal assure affordable fuel America increasing domestic production.,1
Vox Infographic Claim Killing GOP Members Could Prevent 'Three /s'?,1
"Dolly Parton Say 'Trump One Year Already Better Years Bush, Obama Put Together’?",1
member Black Lives Matter movement shot face protesting Donald Trump's election selfie.,1
Wisconsin unemployment rate higher U.S. rate three months Mary Burke state commerce secretary.,1
photograph documents scary moment bear got dangerously close oblivious fisherman.,1
"confirmation hearings Supreme Court nominee Brett Kavanaugh, congressional Democrats demanded nominee undergo DNA testing prove Adolf Hitler.",1
"Rudd-Gillard-Rudd government increased Canberra tourism bureaucracy per cent cut budget Tourism Australia, government’s overseas marketing agency, $ million.",1
"""large-scale killing"" white farmers taking place South Africa.",1
"Hillary Clinton and/or members presidential campaign started ""birther"" movement questioning whether Barack Obama born U.S.",1
"Says CNN reported Ben Carson ""taking break campaigning"" Cruz campaign ""forwarded news volunteers.""",1
Rocks falling ocean factor contributes observable sea level rise human time scales.,1
could cut unemployment half simply reclaiming jobs taken illegal workers.,1
Target longer sell American flags stores.,1
"Says "" percent (of immigrants) don’t show scheduled court hearing call schedule court hearing.""",1
"Middle-class families throughout America (would) pay $, per year pay tax cuts wealthy.",1
"Says Maryellen O’Shaughnessy ""accepted campaign cash indicted politician Jimmy Dimora.""",1
"Barack Obama's plan calls ""mandates fines small businesses.""",1
majority revenue generated proposed Kenosha casino would sent Seminole tribe Florida.,1
Early census returns showing conservatives measurably less likely liberals return census forms.,1
Hiding finely-ground glass food effective method killing person.,1
"Wisconsin's Supreme Court justices ""deciding fewer opinions civil criminal cases used to.""",1
Seattle Seahawks cornerback Richard Sherman authored essay criticizing Black Lives Matter movement.,1
Muslim Man Rape -Year-Old Girl Get Beaten Trump Supporters?,1
"Says Conor Lamb ""ran campaign said nice things me.""",1
Malia Obama Arrested Gang Thugs Chicago?,1
"Says ""as sit right now, Medicare, nothing, gone eight years, nothing it.""",1
"Gov. Bruce Rauner ""created jobs past three years.""",1
"Says Deputy Attorney General Rod Rosenstein announced February ""the Russia collusion investigation over.""",1
"Daraprim still underpriced, relative peers.",1
"woman eight children earns $, per year family giving kids foster care.",1
Wrestler John Cena died car accident July .,1
"viral animation shows myosin molecule transporting endorphins, thought visual representation feeling happiness.",1
Ruth Bader Ginsburg threatened leave Supreme Court Donald Trump gets elected president.,1
"public approval, ""the press rated right Congress, low; it’s single digits.""",1
"Obama know Tony Rezko saving $, purchase home?",1
"Christine Blasey Ford claimed called friend cellphone assaulted Brett Kavanaugh , despite fact cell phones invented yet.",1
President Obama never received paycheck profitmaking business entire life.,1
Canada sets aside percent visas people skills think country needs. set aside percent.,1
Sen. Mark Begich cast deciding vote favor President Obama’s authority issue executive amnesty illegal aliens.,1
worked together enact ... largest tax cut Florida history.,1
Surveillance video captured widespread voter fraud carried Hillary Clinton supporters primary elections.,1
"Autism included among known side effects DTaP (Diphtheria, Tetanus, acellular Pertussis) vaccine.",1
I've either balanced every budget turned back surplus.,1
man killed Treasury's decision add African-American abolitionist's portrait $ bill.,1
African American man living Boston area shot police officers following dispute regarding marijuana cigarette.,1
video shows stone capable dissolving iron.,1
Donald Trump Insult Minorities Students Disabilities Twitter?,1
"Clint Eastwood said leaving Hollywood full ""Amerikan"" traitors.",1
Jay Z Said 'Satan True Lord' 'Only Idiots Believe Jesus?',1
gender bell pepper identified counting lobes.,1
highest tax rate anywhere world.,1
Criminals marking homes bags tied trees colored stickers order steal dogs use dogfighting events.,1
NBC Remove Reference Christ Interview Family Deceased Navy SEAL?,1
video shows man narrowly rescuing baby getting hit oncoming train.,1
"Says Wisconsin Gov. Scott Walker ""literally invented $. billion deficit.""",1
John McCain Admit ‘War Criminal’?,1
tell enhanced interrogation techniques since banned administration — specifically waterboarding — work.,1
"May , Saturn prominently visible day night sky.",1
"look nearly men women served us Texas Supreme Court, half zero prior judicial experience.",1
"interview Fox News September , Madonna said regretted voting Donald Trump would support .",1
Lied Groom,1
"departments Commerce, Education Energy EPA saw spending increase percent percent .",1
Clint Eastwood refused accept Presidential Medal Freedom President Obama.,1
hedge fund manager named Jared Price $. billion Powerball lottery.,1
"White House’s budget proposal, ""we adding national debt"" middle decade.",1
Says government wants require farm tractor drivers hold commercial driver’s licenses even they’re crossing single public road.,1
Robert Redford Meryl Streep: Couple,1
audio recording captures Democratic VP candidate Tim Kaine yelling young daughter.,1
also voted percent time Republicans Oregon Legislature.,1
"case General Motors, (Bush) administration wrote check without asking conditions change.",1
Time magazine cover title “The Big Freeze” example media fearmongering “global cooling” s.,1
"Says according study, Obama’s health care initiative, ""nearly percent people"" Wisconsin health insurance ""will costs go percent.""",1
KFC Use Mutant Chickens?,1
"David Dewhurst ""has never cut one penny state budget.""",1
"I've also offered plan help (fix Social Security) that's supported Robert Reich, secretary labor previously, previous administration.",1
Bridge Nowhere could occur.,1
released extensive financial review anybody history politics. … learn much tax return.,1
photograph fatal motorcycle crash shows either angel victim's ghost.,1
image contrasts radically different gun laws homicide rates Honduras Switzerland.,1
Portland spent nearly $ million federal stimulus money install bike path signs already existed.,1
Actress Betty White died.,1
Obama administration secretly bribed Iran release four prisoners January .,1
"UPS left , employees’ spouses ""without health insurance"" told to, ""go exchange employer subsidy.""",1
video showing several destructive tornadoes purchased National Geographic $ million.,1
video shows real dragon fell sky Tibet.,1
"Says Charlie Crist supports ""cuts Medicare Advantage program.""",1
"Due actions President Barack Obama, ""the Burger King national headquarters announced month pulling franchises military bases.""",1
"Nevada lawmakers ""permanently cut taxes percent Nevada’s businesses.""",1
"first time since , American manufacturers creating new jobs.",1
Ulta Beauty close doors following buyout competitor Sephora.,1
video shows two men lynching Kendra Shanice Reid.,1
Breaking: federal judge grants permission subpoena Trump.,1
"Since , United States spent ""untold trillions"" yet poverty rate hasn’t budged.",1
Green Party presidential candidate Dr. Jill Stein stated opposes use vaccines.,1
Robbers shopping mall parking lots using ether-filled perfume bottles render victims unconscious.,1
Donald Trump threatened via Twitter arrest actor Alec Baldwin sedition.,1
unlock car door using tennis ball.,1
Donald Trump let homeless woman stay hotel New York City rent-free eight years.,1
"Washington liberals wanted take away guns, Chet said no.",1
photograph captured Joe Biden posing menacingly elderly woman gun.,1
"feminist wrote op-ed men commit ""telepathic rape"" masturbating women know.",1
"Victims atrocities Syria ""recycled"" anti-government activists.",1
animated TV show 'SpongeBob SquarePants' canceled.,1
"preparing rules package th Congress, GOP discussions Democrats.",1
"become president, we're going saying Merry Christmas every store. leave (happy holidays) corner. ...Other religions want.” works https://www.politifact.com/truth-o-meter/promises/trumpometer/promise//wont-say-happy-holidays/ None trumpometer Donald Trump None None say 'Happy Holidays' --T:: None ['None'] pomt- murder rate country highest it’s years.""",1
"Nevada Democratic Party leaders ""hijacked process floor"" state convention ""ignoring regular procedure ramming wanted do.""",1
Vandal Scandal,1
"title David Crosby song ""Page "" reference New Testament.",1
BREAKING: NFL Fines Pittsburgh Steelers $m Skipping National Anthem,1
"Sharonda Banks, , Newark, New Jersey died maggot-infested weave sewn scalp.",1
"Preventive care … saves money, families, businesses, government, everybody.",1
"Sony Pictures announced plans remake movie ""Mrs. Doubtfire"" Jonah Hill.",1
Joe Garcia raised utility rates families.,1
video shows shopper struck inflatable raft inside department store.,1
Buzz Aldrin 'Reveal Truth Aliens' Lie Detector Test?,1
"Baucus health care bill ""could used ban guns home self-defense.""",1
"Representative Maxine Waters said Muslims ""pushed"" terrorism ""inaction"" climate change healthcare.",1
Studies proved abortion increases woman's risk developing breast cancer.,1
"Marco Rubio described Zika-linked birth defects God's punishment mother, abortion unacceptable evasion judgment.",1
Homeless Field Advantage,1
"Says Thom Tillis ""gives tax breaks yacht jet owners.""",1
"Sarah Palin said Malaysia Airlines Flight may disappeared ""because mistakenly flew high ended heaven.""",1
"American Civil Liberties Union issued response President Trump's State Union address complaining used word ""America"" times.",1
Denzel Washington said Barack Obama “Criminal-In-Chief.”,1
"George Zimmerman sold painting Trayvon Martin $, online auction.",1
"cast film ""Black Panther"" placed FBI watch list.",1
Room Full Servers Hard Drives Destroyed Clinton House Fire?,1
Images show genuine antifa manual created distributed anti-fascist group.,1
lose ... almost lawsuits WTO.,1
"photograph showing teenager ""stay clear boys"" shirt second image pregnant woman feature person.",1
"Says Jason Carter ""gotten David Axelrod come campaign advisor.""",1
photograph shows kayak near pod orca whales.,1
Kiambu County Doubled Revenue KSh. billion ?,1
"I'm going open libel laws write purposely negative horrible false articles, sue win lots money.” stalled https://www.politifact.com/truth-o-meter/promises/trumpometer/promise//open-libel-laws/ None trumpometer Donald Trump None None Open libel laws --T:: None ['None'] goop- Meghan Markle, Queen Elizabeth Summer Vacation “Awkward,” https://www.gossipcop.com/meghan-markle-queen-elizabeth-summer-vacation-awkward-not-true/ None None None Shari Weiss None Meghan Markle, Queen Elizabeth Summer Vacation “Awkward,” Despite Report : am, August , None ['None'] tron- Donald Trump Imposes % Tariffs Solar Panel Imports truth! https://www.truthorfiction.com/donald-trump-imposes--tariffs-solar-panel-imports/ None business None None ['business', 'donald trump', 'energy', 'green energy', 'trade'] Donald Trump Imposes % Tariffs Solar Panel Imports Jan , None ['None'] pomt- Says claims Texas faces $ billion shortfall flat-out false.""",1
year Florida becomes majority minority state.,1
"leadership, Tallahassee reduced carbon intensity roughly percent.",1
World Superbike star Nicky Hayden passed away May .,1
"Jennifer Aniston starting ""a company named 'Celebrities Trump.'""",1
"phone number posted ""consumer watchdog"" site belongs college loan servicer.",1
artificial sweetener Splenda inadequately tested unsafe human consumption.,1
"Says ""No, benefit, benefit"" tax proposal.",1
First indictment issued Russian bribery case tied Obama-era Uranium One deal.,1
need separate (prescription drug) database ... Pharmacies already database place.,1
"Trump wanted turn taxpayer-owned building $ night hotel, (Congressman Jeff Denham, R-CA) helped broker deal bragged it.",1
"Says Hillary Clinton ""proposing print instant work permits millions illegal immigrants come take everybody's jobs, including low-income African-Americans.""",1
"President Donald Trump’s budget ""threatened cut $ trillion Social Security, Medicare Medicaid""",1
Claimed Trump administration “bringing back America” manufacturing jobs “by hundreds thousands.”,1
'The Simpsons' Predict President Trump's Death?,1
Chocolate track go extinct years.,1
photograph shows CNN reporter Anderson Cooper seductively posing underwear.,1
FBI agent exposed Hillary Clinton's corruption found dead.,1
Actor Jack Black passed away June .,1
"Somali Muslim refugees ""took over"" small town Shelbyville, Tennessee targeted local Christians ""violent Islamic crimes"".",1
Clinton associate Vince Foster shot three times back head avoid testifying Hillary Clinton.,1
series photographs show UFO photographed Memphis several different people.,1
secret tape recorded aboard doomed space shuttle Challenger captured final panic-stricken moments crew.,1
Nine hundred people fired since became secretary (of Veterans Affairs). We’ve got people fired manipulated wait times.,1
Donald Trump threatened deport Puerto Rican Broadway star Lin-Manuel Miranda.,1
Donald Trump's tweet congratulating wife Melania speech Republican Convention identical message Barack Obama sent Michelle .,1
"Dwayne ""The Rock"" Johnson announced presidential bid.",1
"President Obama submitted plans opulent, taxpayer-funded burial site.",1
NFL fined Pittsburgh Steelers players $ million staying locker room national anthem.,1
“NASA confirms Earth experience days darkness November .”,1
Donald Trump proposed deportation women blonde hair blue eyes.,1
Medicare officials treated Humana AARP inconsistently communicate seniors.,1
"Social Security, like told you, money. year borrowing general treasury.",1
"Says National Labor Relations Board told Boeing ""can't build factory non-union state.""",1
Photographs show “new killer insect” able spread skin-altering virus touched.,1
"factually correct say Jennifer Brunner inherited least lawsuits came office result Ken Blackwell’s ""mismanagement election.""",1
"taxi driver Nigeria (or Zambia, New York City, among places) using cab pick victims.",1
"“A Female-Led Construction Company Built Florida Bridge Collapsed.""",1
"Says "" people hundreds thousands travelers"" affected immigration executive order.",1
Plans make sequel movie 'Step Brothers' announced March .,1
Iraq Study Group reported (Saddam Hussein) designs reviving nuclear program.,1
Say easing restrictions selling alcohol Sundays result traffic crashes fatalities.,1
"last five years, , people killed along U.S.-Mexico border.",1
"Says progressive income tax proposal Democratic governor candidate J.B. Pritzker ""is wholly regressive.""",1
Marijuana Grower Hiding Law Enforcement?,1
Starbucks Announce ‘Patrons Color’ Go Head Line?,1
"Unemployment low everyone two jobs.""",1
hospitals children’s hospitals state union. ,1
photograph shows large group people protesting construction oil pipeline North Dakota.,1
"Donald Trump tweeted deleted candid, regretful statement early hours New Year's Day.",1
"Says U.S. Rep. Paul Ryan’s budget proposal ""eliminates Medicare"" years.",1
"photograph shows jar Gerber brand ""Big Mac Fries"" baby food.",1
Mandalay Bay security guard Jesus Campos worked Clinton Foundation's Las Vegas office mass shooting.,1
"Article , Section U.S. Constitution holds ""the Federal Government shall never title real property specifically authorized Constitution parks, forests, dams, waterways, grazing areas without consent State located.""",1
million Kenyan women currently suffering obstetric fistula?,1
Seventy four percent Californians absolutely sanctuary state policies.,1
"Army memorandum announces martial law training preparation begin Fort Carson, Colorado, September .",1
bitter almond tree banned America treats prevents cancer.,1
"One first states union pass voter ID bill Rhode Island, percent Democratic legislature.",1
"Senator John McCain said accidentally voted ""no"" repealing Affordable Care Act.",1
Gatorade bottles designed built-in cap holder bottom.,1
“California Governor Signs Order Use ARABIC Numerals Public Schools.”,1
Roseanne Barr adopted black child Africa prove racist.,1
"Inner-city students ""fall back don’t succeed, whereas less intensive track, would.""",1
"August , Baltimore Orioles deliberately created lighting malfunction game keep Cal Ripken's consecutive game streak intact.",1
"[trade] deficit [with Canada], include energy timber. lose $ billion year.",1
Psychopaths identified answer give one-question test.,1
George Soros killed plane crash visiting Hungary March .,1
"President Obama called Russian president Vladimir Putin ""jackass"" close G summit.",1
Jimmy Carter said novelty electing woman president outweigh duty electing honest president.,1
"Says Providence’s mayor, David Cicilline said city ""world-class … school system. Providence world-class school system measured, amongst last school system entire country.""",1
Says can’t release internal affairs record Attorney General guidelines place protecting it.,1
Tennessee school district banned American flag campus.,1
'middle finger salute' derived defiant gestures English archers whose fingers severed French Battle Agincourt.,1
"Orlando shooting victim Patience Carter actually ""crisis actor.""",1
Snowflake Nazi term used describe remains incinerated Holocaust.,1
Nancy Pelosi Tweet 'Disgusted' 'President' Trump?,1
Ivanka Trump move White House Melania Trump immediately planning so.,1
murders took place Chicago second weekend August .,1
one president ever cut Medicare seniors country . . . Barack Obama.,1
"Says Gov. Scott Walker’s repeal law left Wisconsin ""one five states without equal pay law protecting women gender discrimination paycheck.""",1
"Paul Ryan ""is one six House Republicans voted Teddy Kennedy's bill force Christian employers hire LGBT employees.""",1
pilot refused let President Obama onboard helicopter failed salute Marine.,1
don’t allow filming inside City Hall unless specific reason.,1
credit rating went since I've office.,1
"""no-go zones"" Sweden police can't enter.",1
actual plane used film Casablanca part Great Movie Ride attraction Walt Disney World's Disney-MGM Studios theme park.,1
"Georgia recently became first U.S. state ""ban Muslim culture.""",1
"Dubious taxpayer-funded stimulus projects Rhode Island include … $, provide digital television state’s inmate population.",1
"grandfather came country back , government benefits.",1
Says U.S. Supreme Court justice suggested U.S. cases decided based South African law.,1
‘Hocus Pocus ’ Production?,1
"“BREAKING: American Judge Banned Sharia Law States.""",1
billboard Finland states legal refugees rape women.,1
"video shows group Muslims attacking bar patrons Cardiff, Wales, drinking beer.",1
VERA FILES FACT CHECK: Website links Noynoy Aquino stalled P.-M projects Cebu,1
"U.S. Senate, Barack Obama ""has reached across party lines get anything significant done.""",1
Supreme Court ruled - schools may teach Sharia law students.,1
"Hurricane Katrina, ""Dallas San Antonio took , , refugees each, (Bill) White brought , put 'buddies' empty apartment buildings let federal government pay rents two years. return New Orleans, welfare.""",1
photograph shows palm-sized rabbit.,1
"couple bought ""Princess"" Beanie Baby worth £, £.",1
Photographs show real trampoline bridge Paris.,1
Uniformed police officers allowed floor Democratic National Convention.,1
president vice president can't state.,1
store Houston shopping closed September honor one / hijackers.,1
Smith Jada Pinkett Smith purchased BET channel.,1
Hillary hiding police discover dead body hidden Huma Abedin’s dumpster.,1
Exercising counterproductive expends quickly finite amount energy human has.,1
"Thomas Jefferson said, ‘Government governs least governs best.’",1
Muppet drummer Animal passed away .,1
Electric fans left running overnight kill persons sleeping breeze generate.,1
shocking Police Commissioner Richard Ross Mayor Jim Kenney allowed illegal occupation go hours without taking action enforce law…,1
"Navy officer arrested ""abuse public animal"" ""drunken reckless driving"" used raccoon bypass ignition interlock system.",1
"Today, can't rely (the retirement fund public employees), funded.",1
Michael Jordan Resign Board Nike Take ‘Air Jordans’ Him?,1
Violin Island' Costa Rica?,1
Almost percent total income Planned Parenthood abortions.,1
Beer drinking allowed Illinois state parks.,1
Hollywood celebs: go ‘total strike’ Trump resign.,1
Eating quail day days impossible-to-win bet.,1
"Astronaut Buzz Aldrin sent tweet claiming humanity danger, mysterious ""it"" ""evil itself.""",1
Camel Lose Half Body?,1
unsealed records Marquette University.,1
Iraqi terrorist killed hand grenades attempting smuggle hiding rectum accidentally detonated.,1
"Clinton Foundation donated total $. million anti-fascist groups, including presidential election campaign.",1
"Katy Perry, Meryl Streep, Chelsea Clinton members elite cannibal restaurant Los Angeles.",1
"Says Donald Trump ""always pays bills promptly.""",1
"U.S. defense readiness alert level quietly raised ""DEFCON "" mid-June .",1
"James Clapper Flips Live TV, Admits Obama Behind Entire Russia Witch Hunt! (Video)",1
"Says Ron Johnson ""is benefiting several super PACs, not.""",1
administration accomplished first days.,1
Retailer Forever selling rings jewelry include swastikas.,1
Community banks … destroyed Dodd-Frank.,1
"President Donald Trump signed DEPLOYMENT ORDERS nd Airborne Division United States Army, instructing deploy Ft. Bragg, NC, U.S. southern border Mexico.",1
"Three Florida men arrested eating human flesh, practice claimed cures depression diabetes.",1
"Says Supreme Court nominee Merrick Garland ""voted, folks know, Washington, D.C., keep guns away private citizens.""",1
Turkana County received revenue Kiambu Uasin Gishu?,1
"Wisconsin ""th states infrastructure.""",1
Barack Obama Black Panther?,1
Barack Obama president failed visit D-Day Monument D-Day.,1
Election officials Alabama discovered thousands ballots Doug Jones seemingly cast dead voters.,1
"Says George Norcross said ""TAKEOVER RUTGER$ CAMDEN COST NEW JER$EY BILLION$.""",1
wealthiest Americans African-American now.,1
"band Lamb God given award ""excellence faith outreach"" televangelist pastor Joel Osteen.",1
There's one (study) came Pew showed percent people voted noncitizens.,1
"President Eisenhower, night Normandy invasion...[wrote a] letter resignation United States Army failure landings Normandy.",1
photograph shows seal hugging beluga whale.,1
House GOP rules package bars CBO counting spikes deficit spending spurred ACA repeal.,1
video tells true story little girl named Chloe Jones abducted getting wrong school bus.,1
"live poll conducted ABC News August shows Donald Trump, Jill Stein, Gary Johnson well ahead Hillary Clinton.",1
U.S. companies operating overseas telephone service centers must transfer customers U.S.-based representatives upon request.,1
Prince said voted Republican political party knows value hard work.,1
"Says Tom Nelson ""backed higher taxes Social Security, costing Wisconsin seniors $ million.""",1
Eating six seven bananas result death lethal potassium overdose.,1
"video shows Oscar, world's first modular life form.",1
"Mitt Romney ""left Massachusetts $ billion debt.""",1
"photograph depicts glamorous ""young Harriet Tubman.""",1
"Paul Ryan budget proposal would leave country ""without Medicare.""",1
McDonald’s Announce They’re Permanently Removing Big Mac Menu?,1
Donald Trump told Phil Donahue atheist .,1
"Internet celebrity ""Damn Daniel"" mugged robbed shoes.",1
"Says Sen. Mitch McConnell's delay seating Alabama Sen.-elect Doug Jones ""is flagrant violation Senate policy, requires Jones assume office instant one wins election.""",1
Miller County Judge Roy John McNatt wrote racist memo black people.,1
photograph shows moose enjoying wading pool watching car burn.,1
image depicts young female Donald Trump supporter covered blood following altercation California political rally.,1
"Mary Burke ""wasted . million dollars vacant lot"" move ""could cost taxpayers nearly $ million.""",1
"People get tattoos logos one variety chain restaurants — McDonald's, Taco Bell, Chipotle — guaranteed free food life.",1
Las Vegas Shooter Identified Anti-Trump Protest?,1
idea contained [electronic cigarette] vapor.,1
"state’s tax burden has, according census figures released today, cost state another , residents .",1
Rhode Island one six states use E-Verify.,1
"Medicaid provision added Senate health care reform bill ""is special deal Nebraska.""",1
“Man arrested police find white female bodies freezers ‘Black Lives Matter’ carved skin.”,1
Fast Furious began Bush administration.,1
screenshot episode Simpsons shows Bart Simpson mocking Islamic religion chalkboard gag.,1
"CNN asked survivor February mass shooting Parkland, Florida deliver scripted remarks televised town hall.",1
"U.S. default, default means pay creditors. takes percent money that's coming right pay interest bondholders.",1
"Richmond ""the vegan-friendly city.""",1
", ""candidate Obama, he's even president-elect, sends William Miller Iran establish back channel let Iranians know win election, friendlier terms.""",1
Fox News Contributor Tomi Lahren Compare ‘Real Hair’ Beyoncé’s?,1
fracking waste dumped New York State,1
Ted Cruz negotiations Donald Trump’s running mate.,1
fewer civilian casualties Cambodia American drone attacks.,1
"Bill McCollum ""backed Jim Greer's effort hide financial irregularities.""",1
bulk donations Obama campaign came handful wealthy foreign financiers.,1
"U.S. Senate candidate Todd Akin ""partly right"" woman's body way shutting pregnancy occur raped.",1
Jeanne Shaheen principally involved plot Lois Lerner President Barack Obama’s political appointee IRS lead program harassment conservative nonprofit groups election,1
national debt low since World War II.,1
Barack Obama days U.S. Senate able vote quite often 'present.',1
"lot people go prison straight, come they’re gay.",1
visually impaired man strangled girlfriend unable make eye contact him.,1
Richard Gere Gerbil,1
Secretary Geithner left option table abandoning dollar multinational currency.,1
Obama Campaign Employ Tactics Cambridge Analytica?,1
"Homeland Security study ""showed murders took place could prevented communities working ICE Homeland Security.""",1
"Funding federal health care law without tax hike ""require state cut nearly quarter annual budget.""",1
"Says Bernie Sanders indifferent Russia's annexation Crimea felt ""they lot Russians anyway.""",1
"Sandra Day O'Connor: ""I think one reason good judge judicial experience"" joined Supreme Court.",1
Centers Disease Control issued warning concerning used condoms repurposed hairbands.,1
"White people attacked black filmgoers showings ""Black Panther.""",1
"President, candidate, Obama asked disclose donors suspicion foreign source money campaign, refused it.",1
CNN caught staging dramatic rescue Hurricane Harvey.,1
"Says Donald Trump ""doesn't make thing America.""",1
"Senate health care legislation ""levy new 'abortion premium' fee Americans government-run plan.""",1
woman used recalled brand tampons saw become infested ants treated grotesque fungus turned ants zombies.,1
one questioned (Judge Sotomayor) mainstream.,1
Barrel-load Fake Clinton Murder Victims,1
Solar Eclipse South Pacific,1
illegal immigrants five years ago.,1
Photographs show small child forced put dog handgun.,1
"President Obama declared Islam America's ""official religion.""",1
similar clips Newt Gingrich talking ineffective President Bush trying control North Korea.,1
“Black Lives Matter THUGS Blocking Emergency Crews Reaching Hurricane Victims.”,1
"English ""is national language...if becomes official, means place like New York City can't print ballots language.""",1
"Prior condemning flag burning November , Donald Trump endorsed act February .",1
"philosopher Socrates said ""when debate lost, slander becomes tool loser.""",1
Forty percent guns country sold without background checks.,1
video shows shark attacking surfer.,1
We've already lost $ million economic impact HB fallout North Carolina.,1
giant asteroid expected hit earth July .,1
Says Texans killed action since /.,1
"Labor’s overtime penalty rates protections ""can’t stripped away"".",1
"Says allegations made unwanted sexual advances female sheriff’s deputy ""were found two separate judges merit.""",1
"Syria Christian, cannot come country refugee.",1
Americans receive food aid work (the) private sector.,1
'Family Matters' star Reginald VelJohnson died heart attack February .,1
Spider Tampon Result Disturbing Medical Emergency?,1
"Congresswoman Maxine Waters called next U.S. Supreme Court Justice ""illegal immigrant.""",1
"Chicago city officials ""have adopted official policy protecting criminal aliens prey residents.""",1
Wrote President Donald Trump rushed hospital collapsing giving speech New Jersey.,1
photograph shows President Trump posing beside Kremlin-linked lawyer Natalia Veselnitskaya.,1
Concerned artificial intelligence researchers hurriedly abandoned experimental chatbot program realized bots inventing language.,1
"Says Sen. Sherrod Brown ""cast deciding vote government takeover health care.""",1
"Obama administration ""manipulated deportation data make appear Border Patrol deporting illegal immigrants Bush administration.""",1
"Says Michael Bennet wants close Guantanamo Bay prison bring terrorists ""right Colorado.""",1
"hard work much pay taxes, New York City ends getting money. I'm Chris Jacobs. think time someone Albany that's making sure region gets fair share",1
"movie ""Shazaam"" starred comedian Sinbad genie.",1
"aide handed Sean Spicer note read “You committed felony"" middle press briefing.",1
per cent persons arrested protests Charlotte out-of-state IDs.,1
Singer Miley Cyrus drowned bathtub due prescription drug overdose.,1
"President Ronald Reagan, illegal immigrants ""were pouring like"" now.",1
"Says Donald Trump promised ""to take care everybody (through government-run healthcare and) government's going pay it.""",1
"Says Donald Trump ""hasn’t broken promise"" release tax returns.",1
Fifty-three percent graduates liberal arts colleges days can’t find jobs.,1
"""forestry department"" urges lay buckets water wildlife may cross yard escaping wildfire.",1
-year-old college student Kenya purposefully infected men human immunodeficiency virus act revenge.,1
"Jimi Hendrix, Jim Morrison, Janis Joplin, Kurt Cobain died white Bic lighters pockets.",1
"Obama plans ""a tax increase everyone earning $, year.""",1
Says Josh Mandel opposed federal loans auto industry.,1
"illegal wear Anonymous (i.e., Guy Fawkes) masks public United States.",1
"Film producer Harvey Weinstein cut deal FBI turn ""names elite pedophiles Hollywood Washington, D.C.""",1
fervent Hillary Clinton supporter ran husband SUV found voted Donald Trump.,1
"teenager given -year prison sentence prank known ""swatting.""",1
"immigration visa lottery ""randomly hands green cards without regard skill, merit, safety American people.""",1
"$,, charitable donations Hillary Clinton deducted tax return, $ million went pocket via donations Clinton Foundation.",1
"""$ billion earmarks fiscal year .""",1
"Says federal government borrows ""almost $ billion per week.""",1
video provides evidence protester arrested Donald Trump rally member ISIS.,1
Even nuclear arsenal work. came recently equipment years old. know worked.,1
"votes got, think spent, average, two bucks pop. Compared bucks incumbent Milwaukee County Executive Chris Abele.",1
"Says three five Republicans -- Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist -- later became Democrats.",1
WWE officials killed champion wrestler -year-old boy wandered steel cage.,1
